Time,Variable,Value
2:37:45 PM,Vehicle State 6 (Drive Mode),Normal
2:37:45 PM,Accessory A Type,Front Light Bar
2:37:45 PM,Accessory A State,0
2:37:45 PM,Accessory A Power Draw,0
2:37:45 PM,Accessory B Type,Rear Chase Light
2:37:45 PM,Accessory B State,2
2:37:45 PM,Accessory B Power Draw,22.17200821
2:37:45 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:45 PM,GPS Location,"43.07286532924276,-89.4014169101051"
2:37:45 PM,Vehicle State 1 (Drive Position),Drive
2:37:45 PM,Vehicle State 2 (Error Code),None
2:37:45 PM,Vehicle State 3 (Key State/Position),RUN
2:37:45 PM,Vehicle State 4 (Speed),12.05465878
2:37:45 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:45 PM,Vehicle State 6 (Drive Mode),Sport
2:37:45 PM,Accessory A Type,Front Light Bar
2:37:45 PM,Accessory A State,0
2:37:45 PM,Accessory A Power Draw,0
2:37:45 PM,Accessory B Type,Rear Chase Light
2:37:45 PM,Accessory B State,2
2:37:45 PM,Accessory B Power Draw,24.41428851
2:37:45 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:45 PM,GPS Location,"43.072908792283286,-89.40142999179616"
2:37:45 PM,Vehicle State 1 (Drive Position),Drive
2:37:45 PM,Vehicle State 2 (Error Code),None
2:37:45 PM,Vehicle State 3 (Key State/Position),RUN
2:37:45 PM,Vehicle State 4 (Speed),18.54615445
2:37:45 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:45 PM,Vehicle State 6 (Drive Mode),Sport
2:37:45 PM,Accessory A Type,Front Light Bar
2:37:45 PM,Accessory A State,0
2:37:45 PM,Accessory A Power Draw,0
2:37:45 PM,Accessory B Type,Rear Chase Light
2:37:45 PM,Accessory B State,2
2:37:45 PM,Accessory B Power Draw,20.9355508
2:37:45 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:45 PM,GPS Location,"43.07286594341645,-89.40143564398332"
2:37:45 PM,Vehicle State 1 (Drive Position),Drive
2:37:45 PM,Vehicle State 2 (Error Code),None
2:37:45 PM,Vehicle State 3 (Key State/Position),RUN
2:37:45 PM,Vehicle State 4 (Speed),27.13504194
2:37:45 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:45 PM,Vehicle State 6 (Drive Mode),Sport
2:37:45 PM,Accessory A Type,Front Light Bar
2:37:45 PM,Accessory A State,0
2:37:45 PM,Accessory A Power Draw,0
2:37:45 PM,Accessory B Type,Rear Chase Light
2:37:45 PM,Accessory B State,2
2:37:45 PM,Accessory B Power Draw,21.01021485
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.07295101985849,-89.40141574755246"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),33.31231164
2:37:46 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Normal
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,24.26843794
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.07294078481618,-89.401347727543"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),33.27722562
2:37:46 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Normal
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,24.78730655
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.07292461144884,-89.40136451471585"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),21.18023619
2:37:46 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Eco
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,22.61888057
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.07291395644176,-89.40134546630192"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),8.736269553
2:37:46 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Normal
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,20.44026456
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.07293953366173,-89.40134864823236"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),10.38845864
2:37:46 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Sport
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,24.11229932
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.072903016266146,-89.40130946643716"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),23.74894241
2:37:46 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Eco
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,21.24626987
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.072937733172516,-89.40131725078999"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),15.02104485
2:37:46 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Normal
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,20.07590336
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.072923873659136,-89.40128571549589"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),14.03787233
2:37:46 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Sport
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,20.76460928
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.072889731732026,-89.40124190462991"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),34.42626894
2:37:46 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Sport
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,24.3718655
2:37:46 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:46 PM,GPS Location,"43.07292165407318,-89.40129390652564"
2:37:46 PM,Vehicle State 1 (Drive Position),Drive
2:37:46 PM,Vehicle State 2 (Error Code),None
2:37:46 PM,Vehicle State 3 (Key State/Position),RUN
2:37:46 PM,Vehicle State 4 (Speed),33.7549397
2:37:46 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:46 PM,Vehicle State 6 (Drive Mode),Eco
2:37:46 PM,Accessory A Type,Front Light Bar
2:37:46 PM,Accessory A State,0
2:37:46 PM,Accessory A Power Draw,0
2:37:46 PM,Accessory B Type,Rear Chase Light
2:37:46 PM,Accessory B State,2
2:37:46 PM,Accessory B Power Draw,23.24047051
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.07286181701081,-89.40123175351629"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),26.50580531
2:37:47 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Eco
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,23.82972268
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.072820205722635,-89.40124797168717"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),18.81442029
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Eco
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,21.5904645
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.07275166474036,-89.4012290398245"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),28.2782127
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Eco
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,20.28444972
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.07276530775333,-89.4012379855397"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),24.59958508
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Normal
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,20.79417478
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.072745538468475,-89.40123842480307"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),11.87739079
2:37:47 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Sport
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,21.96204283
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.07273532734295,-89.40121762350435"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),21.09731686
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Normal
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,24.00037392
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.0727355342092,-89.40121740665897"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),0.218834434
2:37:47 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Normal
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,23.33472468
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.07273030472655,-89.40123216974159"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),10.97816286
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Normal
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,23.4929243
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.07274354038446,-89.40121975885312"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),5.378719424
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Normal
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,24.79615596
2:37:47 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:47 PM,GPS Location,"43.072775242248404,-89.40126889033493"
2:37:47 PM,Vehicle State 1 (Drive Position),Drive
2:37:47 PM,Vehicle State 2 (Error Code),None
2:37:47 PM,Vehicle State 3 (Key State/Position),RUN
2:37:47 PM,Vehicle State 4 (Speed),25.03837336
2:37:47 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:47 PM,Vehicle State 6 (Drive Mode),Normal
2:37:47 PM,Accessory A Type,Front Light Bar
2:37:47 PM,Accessory A State,0
2:37:47 PM,Accessory A Power Draw,0
2:37:47 PM,Accessory B Type,Rear Chase Light
2:37:47 PM,Accessory B State,2
2:37:47 PM,Accessory B Power Draw,22.43876756
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.072789838193785,-89.4012687364354"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),5.787025437
2:37:48 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Sport
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,23.77129417
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07283101916074,-89.401236678217"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),30.96210723
2:37:48 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Normal
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,23.68802208
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07282923341206,-89.40121729579374"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),7.122144
2:37:48 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Sport
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,21.46198915
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.072800797137575,-89.4011745636403"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),32.41054092
2:37:48 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Eco
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,21.1668701
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07279323367355,-89.40116842185351"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),3.978989792
2:37:48 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Sport
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,21.1506011
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.072815996624854,-89.40119471167603"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),13.87807022
2:37:48 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Sport
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,20.03232107
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07284579039326,-89.40116636767368"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),14.54338116
2:37:48 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Eco
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,24.6555074
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07284523589702,-89.40116700178734"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),0.356767831
2:37:48 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Normal
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,23.57733211
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07288807463712,-89.40112554204563"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),34.30997355
2:37:48 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Sport
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,24.87964715
2:37:48 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:48 PM,GPS Location,"43.07287670765338,-89.4011606353062"
2:37:48 PM,Vehicle State 1 (Drive Position),Drive
2:37:48 PM,Vehicle State 2 (Error Code),None
2:37:48 PM,Vehicle State 3 (Key State/Position),RUN
2:37:48 PM,Vehicle State 4 (Speed),26.18699827
2:37:48 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:48 PM,Vehicle State 6 (Drive Mode),Normal
2:37:48 PM,Accessory A Type,Front Light Bar
2:37:48 PM,Accessory A State,0
2:37:48 PM,Accessory A Power Draw,0
2:37:48 PM,Accessory B Type,Rear Chase Light
2:37:48 PM,Accessory B State,2
2:37:48 PM,Accessory B Power Draw,23.96747493
2:37:49 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:49 PM,GPS Location,"43.072876498906396,-89.40116293982116"
2:37:49 PM,Vehicle State 1 (Drive Position),Drive
2:37:49 PM,Vehicle State 2 (Error Code),None
2:37:49 PM,Vehicle State 3 (Key State/Position),RUN
2:37:49 PM,Vehicle State 4 (Speed),5.333582531
2:37:49 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:49 PM,Vehicle State 6 (Drive Mode),Eco
2:37:49 PM,Accessory A Type,Front Light Bar
2:37:49 PM,Accessory A State,0
2:37:49 PM,Accessory A Power Draw,0
2:37:49 PM,Accessory B Type,Rear Chase Light
2:37:49 PM,Accessory B State,2
2:37:49 PM,Accessory B Power Draw,20.82284465
2:37:49 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:49 PM,GPS Location,"43.072871472302005,-89.40113280545548"
2:37:49 PM,Vehicle State 1 (Drive Position),Drive
2:37:49 PM,Vehicle State 2 (Error Code),None
2:37:49 PM,Vehicle State 3 (Key State/Position),RUN
2:37:49 PM,Vehicle State 4 (Speed),30.714987
2:37:49 PM,Vehicle State 5 (2WD/4WD),4WD
2:37:49 PM,Vehicle State 6 (Drive Mode),Normal
2:37:49 PM,Accessory A Type,Front Light Bar
2:37:49 PM,Accessory A State,0
2:37:49 PM,Accessory A Power Draw,0
2:37:49 PM,Accessory B Type,Rear Chase Light
2:37:49 PM,Accessory B State,2
2:37:49 PM,Accessory B Power Draw,20.238696
2:37:49 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:49 PM,GPS Location,"43.07289055931468,-89.40108053886932"
2:37:49 PM,Vehicle State 1 (Drive Position),Drive
2:37:49 PM,Vehicle State 2 (Error Code),None
2:37:49 PM,Vehicle State 3 (Key State/Position),RUN
2:37:49 PM,Vehicle State 4 (Speed),25.45835322
2:37:49 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:49 PM,Vehicle State 6 (Drive Mode),Normal
2:37:49 PM,Accessory A Type,Front Light Bar
2:37:49 PM,Accessory A State,0
2:37:49 PM,Accessory A Power Draw,0
2:37:49 PM,Accessory B Type,Rear Chase Light
2:37:49 PM,Accessory B State,2
2:37:49 PM,Accessory B Power Draw,20.81756628
2:37:49 PM,Vehicle VIN,1HGBH41JXMN109186
2:37:49 PM,GPS Location,"43.072900564466536,-89.40107209401809"
2:37:49 PM,Vehicle State 1 (Drive Position),Drive
2:37:49 PM,Vehicle State 2 (Error Code),None
2:37:49 PM,Vehicle State 3 (Key State/Position),RUN
2:37:49 PM,Vehicle State 4 (Speed),4.472317963
2:37:49 PM,Vehicle State 5 (2WD/4WD),2WD
2:37:49 PM,Vehicle State 6 (Drive Mode),Sport
2:37:49 PM,Accessory A Type,Front Light Bar
2:37:49 PM,Accessory A State,0
2:37:49 PM,Accessory A Power Draw,0
