Time,Variable,Value
10:39:22 AM,GPS Location,"43.07311736911082,-89.40132962553008"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),27.45317858451506
10:39:22 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Normal
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,82.35953575354519
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.073160724042914,-89.40130370783032"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),22.003106072022117
10:39:22 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Sport
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,66.00931821606635
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.07315652328352,-89.40130856753584"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),2.245229425497129
10:39:22 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Normal
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,6.735688276491386
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.07319090987032,-89.40134408644491"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),15.011436138971092
10:39:22 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Eco
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,45.03430841691328
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.07315795606395,-89.40132543872201"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),11.76819241998115
10:39:22 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Normal
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,35.30457725994345
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.07317499065219,-89.40135931403712"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),18.23078999005371
10:39:22 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Eco
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,54.69236997016114
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.07314255864189,-89.40134016847792"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),16.320609473842655
10:39:22 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Sport
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,48.96182842152797
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.07311298034151,-89.40135782945666"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),10.461613433097133
10:39:22 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Normal
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,31.384840299291398
10:39:22 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:22 AM,GPS Location,"43.073094964226414,-89.4013847796829"
10:39:22 AM,Vehicle State 1 (Drive Position),Drive
10:39:22 AM,Vehicle State 2 (Error Code),None
10:39:22 AM,Vehicle State 3 (Key State/Position),RUN
10:39:22 AM,Vehicle State 4 (Speed),18.698001882418193
10:39:22 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:22 AM,Vehicle State 6 (Drive Mode),Eco
10:39:22 AM,Accessory A Type,Front Winch
10:39:22 AM,Accessory A State,Retracted
10:39:22 AM,Accessory A Power,0
10:39:22 AM,Accessory B Type,Audio System
10:39:22 AM,Accessory B Volume,56.094005647254576
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.07312018344263,-89.40132943604831"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),28.86269762
10:39:23 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Sport
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,86.58809287
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.07319489050525,-89.40138616904196"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),31.18797546422052
10:39:23 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Eco
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,93.56392639266156
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.07319000759135,-89.40140399118457"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),7.795305714348054
10:39:23 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Eco
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,23.385917143044164
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.07319918606554,-89.4014443074239"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),31.670718432866025
10:39:23 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Sport
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,95.01215529859807
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.0731954776962,-89.40142424137251"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),7.599649165165741
10:39:23 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Normal
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,22.798947495497224
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.073220636167804,-89.40146087257088"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),17.763578901883573
10:39:23 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Eco
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,53.290736705650716
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.0731818362688,-89.40147315404633"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),22.990034780430094
10:39:23 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Eco
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,68.97010434129028
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.073164539661455,-89.40145722315954"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),13.636766085666878
10:39:23 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Sport
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,40.91029825700063
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.073197370457244,-89.40150526217025"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),27.542924236957425
10:39:23 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Sport
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,82.62877271087228
10:39:23 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:23 AM,GPS Location,"43.07326143150111,-89.4015408003586"
10:39:23 AM,Vehicle State 1 (Drive Position),Drive
10:39:23 AM,Vehicle State 2 (Error Code),None
10:39:23 AM,Vehicle State 3 (Key State/Position),RUN
10:39:23 AM,Vehicle State 4 (Speed),29.690755393266397
10:39:23 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:23 AM,Vehicle State 6 (Drive Mode),Normal
10:39:23 AM,Accessory A Type,Front Winch
10:39:23 AM,Accessory A State,Retracted
10:39:23 AM,Accessory A Power,0
10:39:23 AM,Accessory B Type,Audio System
10:39:23 AM,Accessory B Volume,89.07226617979919
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07329338049829,-89.40154380090542"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),19.89226654594724
10:39:24 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Normal
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,59.676799637841725
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.073325440972354,-89.40145914415999"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),31.71850603230607
10:39:24 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Sport
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,95.15551809691821
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07330787469388,-89.40140762140915"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),29.876854317589405
10:39:24 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Eco
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,89.63056295276822
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07328110651004,-89.4014066529388"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),9.958666725973462
10:39:24 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Sport
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,29.876000177920385
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07324707912327,-89.40138016721971"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),13.542054175155034
10:39:24 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Eco
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,40.626162525465105
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07324923280912,-89.40138262702028"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),1.4776441371033056
10:39:24 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Eco
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,4.432932411309917
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07324049918446,-89.40137560293178"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),7.996754676522861
10:39:24 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Normal
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,23.990264029568582
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.073238170433164,-89.40137134144899"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),29.495405263755828
10:39:24 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Sport
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,88.48621579126748
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07321447021521,-89.40135439658776"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),10.313779322824455
10:39:24 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Normal
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,30.941337968473366
10:39:24 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:24 AM,GPS Location,"43.07321101244763,-89.40136102050253"
10:39:24 AM,Vehicle State 1 (Drive Position),Drive
10:39:24 AM,Vehicle State 2 (Error Code),None
10:39:24 AM,Vehicle State 3 (Key State/Position),RUN
10:39:24 AM,Vehicle State 4 (Speed),3.525172953083901
10:39:24 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:24 AM,Vehicle State 6 (Drive Mode),Eco
10:39:24 AM,Accessory A Type,Front Winch
10:39:24 AM,Accessory A State,Retracted
10:39:24 AM,Accessory A Power,0
10:39:24 AM,Accessory B Type,Audio System
10:39:24 AM,Accessory B Volume,10.575518859251703
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07325816878255,-89.40136341165432"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),17.884359834142618
10:39:25 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Normal
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,53.65307950242786
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07326621358321,-89.40136637739191"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),9.57352723
10:39:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Sport
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,28.72058169112836
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07322820848432,-89.40134052475928"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),14.71980892555733
10:39:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Sport
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,44.15942677667199
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07323912192649,-89.40134753999745"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),7.275106318865024
10:39:25 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Normal
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,21.825318956595073
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07322992090956,-89.40133279573148"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),13.45616048009835
10:39:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Sport
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,40.36848144029505
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07317563394814,-89.40134309966372"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),31.28625328087701
10:39:25 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Sport
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,93.85875984263103
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07318305286996,-89.40131283469968"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),22.512186779014844
10:39:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Eco
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,67.53656033704453
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.07321720637955,-89.40130706269363"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),25.31782183525701
10:39:25 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Normal
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,75.95346550577104
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.073288872750226,-89.40125718909077"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),29.401104902642878
10:39:25 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Sport
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,88.20331470792863
10:39:25 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:25 AM,GPS Location,"43.073318854472575,-89.40120192233776"
10:39:25 AM,Vehicle State 1 (Drive Position),Drive
10:39:25 AM,Vehicle State 2 (Error Code),None
10:39:25 AM,Vehicle State 3 (Key State/Position),RUN
10:39:25 AM,Vehicle State 4 (Speed),25.08553319736097
10:39:25 AM,Vehicle State 5 (2WD/4WD),2WD
10:39:25 AM,Vehicle State 6 (Drive Mode),Normal
10:39:25 AM,Accessory A Type,Front Winch
10:39:25 AM,Accessory A State,Retracted
10:39:25 AM,Accessory A Power,0
10:39:25 AM,Accessory B Type,Audio System
10:39:25 AM,Accessory B Volume,75.25659959
10:39:26 AM,Vehicle VIN,1HGBH41JXMN109186
10:39:26 AM,GPS Location,"43.07323695093076,-89.40115962705872"
10:39:26 AM,Vehicle State 1 (Drive Position),Drive
10:39:26 AM,Vehicle State 2 (Error Code),None
10:39:26 AM,Vehicle State 3 (Key State/Position),RUN
10:39:26 AM,Vehicle State 4 (Speed),31.28537244851602
10:39:26 AM,Vehicle State 5 (2WD/4WD),4WD
10:39:26 AM,Vehicle State 6 (Drive Mode),Eco
